Invoice ID,Branch,City,Customer type,Gender,Product type,Unit price,Quantity,Tax (5%),Total price,Date,Time,Payment type,COGS,gross margin (%),gross income,Rating
234-65-2137,C,Naypyitaw,Normal,Male,Home and lifestyle,$95.6,10,$47.8,"$1,003.6",20-Jun-2019,13:32,Cash,$955.80,4.761904762,47.79,4.8
687-47-8271,A,Yangon,Normal,Male,Fashion accessories,$99.0,10,$49.5,"$1,039.3",21-Jun-2019,16:20,Credit card,$989.80,4.761904762,49.49,8.7
796-32-9050,A,Yangon,Normal,Male,Food and beverages,$51.3,6,$15.4,$323.1,22-Jun-2019,16:31,Cash,$307.68,4.761904762,15.384,6.5
105-31-1824,A,Yangon,Member,Male,Sports and travel,$69.5,7,$24.3,$511.0,23-Jun-2019,15:10,Credit card,$486.64,4.761904762,24.332,8.5
249-42-3782,A,Yangon,Normal,Male,Health and beauty,$70.0,5,$17.5,$367.6,24-Jun-2019,11:36,Ewallet,$350.05,4.761904762,17.5025,5.5
316-55-4634,B,Mandalay,Member,Male,Food and beverages,$80.1,5,$20.0,$420.3,25-Jun-2019,12:45,Credit card,$400.25,4.761904762,20.0125,9.4
733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,$20.9,8,$8.3,$175.1,26-Jun-2019,19:17,Cash,$166.80,4.761904762,8.34,6.3
608-27-6295,B,Mandalay,Member,Male,Electronic accessories,$52.9,6,$15.9,$333.2,27-Jun-2019,17:34,Credit card,$317.34,4.761904762,15.867,9.8
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,$19.8,8,$7.9,$166.2,28-Jun-2019,12:04,Ewallet,$158.32,4.761904762,7.916,8.7
827-26-2100,A,Yangon,Member,Male,Home and lifestyle,$33.8,9,$15.2,$319.8,29-Jun-2019,16:21,Ewallet,$304.56,4.761904762,15.228,8.8
175-54-2529,A,Yangon,Member,Male,Food and beverages,$22.2,8,$8.9,$186.2,30-Jun-2019,17:01,Credit card,$177.36,4.761904762,8.868,9.6
139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,$22.5,7,$7.9,$165.4,01-Jul-2019,10:50,Credit card,$157.57,4.761904762,7.8785,4.8
407-63-8975,A,Yangon,Normal,Male,Food and beverages,$73.9,6,$22.2,$465.4,02-Jul-2019,19:16,Ewallet,$443.28,4.761904762,22.164,4.4
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,$86.8,3,$13.0,$273.4,03-Jul-2019,16:47,Ewallet,$260.40,4.761904762,13.02,9.9
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,$64.3,7,$22.5,$472.3,04-Jul-2019,10:00,Cash,$449.82,4.761904762,22.491,5.7
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,$38.5,8,$15.4,$323.1,05-Jul-2019,11:51,Cash,$307.76,4.761904762,15.388,7.7
851-28-6367,A,Yangon,Member,Male,Sports and travel,$15.5,10,$7.8,$162.8,06-Jul-2019,10:55,Ewallet,$155.00,4.761904762,7.75,8
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,$34.3,8,$13.7,$288.2,07-Jul-2019,15:00,Ewallet,$274.48,4.761904762,13.724,5.7
586-25-0848,A,Yangon,Normal,Female,Sports and travel,$12.3,7,$4.3,$90.7,08-Jul-2019,11:19,Credit card,$86.38,4.761904762,4.319,6.7
895-66-0685,B,Mandalay,Member,Male,Food and beverages,$18.1,3,$2.7,$57.0,09-Jul-2019,19:46,Ewallet,$54.24,4.761904762,2.712,8
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,$94.5,8,$37.8,$793.7,10-Jul-2019,19:00,Ewallet,$755.92,4.761904762,37.796,7.5
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,$46.5,4,$9.3,$195.2,11-Jul-2019,10:53,Cash,$185.88,4.761904762,9.294,7
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,$74.1,1,$3.7,$77.8,12-Jul-2019,12:50,Ewallet,$74.07,4.761904762,3.7035,9.9
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,$69.8,4,$14.0,$293.2,13-Jul-2019,20:50,Credit card,$279.24,4.761904762,13.962,5.9
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,$77.0,3,$11.6,$242.7,14-Jul-2019,10:39,Credit card,$231.12,4.761904762,11.556,7.2
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,$73.5,2,$7.4,$154.4,15-Jul-2019,13:41,Ewallet,$147.04,4.761904762,7.352,4.6
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,$87.8,9,$39.5,$829.7,16-Jul-2019,19:08,Cash,$790.20,4.761904762,39.51,9.2
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,$25.6,4,$5.1,$107.3,17-Jul-2019,20:23,Ewallet,$102.20,4.761904762,5.11,5.7
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,$32.7,5,$8.2,$171.7,18-Jul-2019,11:30,Credit card,$163.55,4.761904762,8.1775,9.9
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,$74.3,1,$3.7,$78.0,19-Jul-2019,19:30,Cash,$74.29,4.761904762,3.7145,5
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,$43.7,2,$4.4,$91.8,20-Jul-2019,18:03,Cash,$87.40,4.761904762,4.37,4.9
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,$25.3,1,$1.3,$26.6,21-Jul-2019,10:13,Ewallet,$25.29,4.761904762,1.2645,6.1
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,$41.5,4,$8.3,$174.3,22-Jul-2019,19:58,Credit card,$166.00,4.761904762,8.3,8.2
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,$71.4,5,$17.8,$374.8,23-Jul-2019,19:57,Credit card,$356.95,4.761904762,17.8475,5.5
606-80-4905,C,Naypyitaw,Member,Female,Sports and travel,$19.2,6,$5.7,$120.6,24-Jul-2019,10:01,Credit card,$114.90,4.761904762,5.745,6.8
542-41-0513,B,Mandalay,Member,Female,Electronic accessories,$57.5,4,$11.5,$241.5,25-Jul-2019,11:57,Cash,$229.96,4.761904762,11.498,6.6
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,$61.4,7,$21.5,$451.4,26-Jul-2019,10:02,Cash,$429.87,4.761904762,21.4935,9.8
875-46-5808,B,Mandalay,Member,Male,Health and beauty,$25.9,10,$13.0,$272.0,27-Jul-2019,14:51,Ewallet,$259.00,4.761904762,12.95,8.7
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,$17.8,5,$4.4,$93.3,28-Jul-2019,12:42,Credit card,$88.85,4.761904762,4.4425,5.4
749-24-1565,A,Yangon,Normal,Female,Health and beauty,$23.0,9,$10.4,$217.6,29-Jul-2019,12:02,Ewallet,$207.27,4.761904762,10.3635,7.9
672-51-8681,C,Naypyitaw,Member,Female,Electronic accessories,$66.7,9,$30.0,$629.8,30-Jul-2019,18:19,Credit card,$599.85,4.761904762,29.9925,9.7
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,$28.5,10,$14.3,$299.6,31-Jul-2019,17:38,Ewallet,$285.30,4.761904762,14.265,7.8
573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,$30.4,3,$4.6,$95.7,01-Aug-2019,13:41,Ewallet,$91.11,4.761904762,4.5555,5.1
817-69-8206,B,Mandalay,Normal,Female,Electronic accessories,$99.7,9,$44.9,$942.4,02-Aug-2019,19:42,Credit card,$897.57,4.761904762,44.8785,6.5
888-02-0338,A,Yangon,Normal,Male,Electronic accessories,$26.2,9,$11.8,$247.9,03-Aug-2019,20:24,Ewallet,$236.07,4.761904762,11.8035,5.9
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,$93.3,9,$42.0,$881.3,04-Aug-2019,18:08,Cash,$839.34,4.761904762,41.967,8.8
142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,$92.4,5,$23.1,$484.9,05-Aug-2019,19:17,Ewallet,$461.80,4.761904762,23.09,4.9
656-16-1063,B,Mandalay,Normal,Male,Sports and travel,$46.4,3,$7.0,$146.2,06-Aug-2019,13:24,Credit card,$139.26,4.761904762,6.963,4.4
891-58-8335,B,Mandalay,Member,Female,Sports and travel,$29.6,7,$10.4,$217.6,07-Aug-2019,15:53,Cash,$207.27,4.761904762,10.3635,6.5
802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,$18.3,1,$0.9,$19.2,08-Aug-2019,15:05,Credit card,$18.28,4.761904762,0.914,8.3
560-30-5617,B,Mandalay,Normal,Female,Sports and travel,$24.8,5,$6.2,$130.0,09-Aug-2019,18:27,Cash,$123.85,4.761904762,6.1925,8.5
319-74-2561,A,Yangon,Member,Female,Electronic accessories,$94.6,3,$14.2,$298.1,10-Aug-2019,16:55,Cash,$283.92,4.761904762,14.196,5.5
549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,$94.9,8,$37.9,$796.9,11-Aug-2019,12:58,Ewallet,$758.96,4.761904762,37.948,8.7
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,$57.3,3,$8.6,$180.6,12-Aug-2019,18:59,Credit card,$172.02,4.761904762,8.601,7.9
239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,$45.4,6,$13.6,$285.7,13-Aug-2019,13:44,Ewallet,$272.10,4.761904762,13.605,6.1
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,$62.1,7,$21.7,$456.3,14-Aug-2019,13:46,Ewallet,$434.56,4.761904762,21.728,5.4
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,$11.8,5,$3.0,$62.0,15-Aug-2019,18:06,Cash,$59.05,4.761904762,2.9525,9.4
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,$12.5,1,$0.6,$13.2,16-Aug-2019,12:38,Cash,$12.54,4.761904762,0.627,8.2
213-72-6612,A,Yangon,Normal,Male,Food and beverages,$43.3,2,$4.3,$90.8,17-Aug-2019,15:56,Cash,$86.50,4.761904762,4.325,6.2
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,$87.2,2,$8.7,$183.0,18-Aug-2019,14:29,Credit card,$174.32,4.761904762,8.716,9.7
836-82-5858,B,Mandalay,Member,Male,Health and beauty,$69.4,9,$31.2,$655.5,19-Aug-2019,19:14,Ewallet,$624.33,4.761904762,31.2165,4
583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,$37.1,4,$7.4,$155.7,20-Aug-2019,16:24,Ewallet,$148.24,4.761904762,7.412,9.7
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,$90.7,6,$27.2,$571.4,21-Aug-2019,10:52,Cash,$544.20,4.761904762,27.21,5.3
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,$63.4,8,$25.4,$532.7,22-Aug-2019,12:55,Ewallet,$507.36,4.761904762,25.368,7.4
289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,$81.4,2,$8.1,$170.9,23-Aug-2019,19:28,Cash,$162.74,4.761904762,8.137,6.5
545-46-3100,B,Mandalay,Member,Female,Electronic accessories,$10.6,3,$1.6,$33.4,24-Aug-2019,13:52,Credit card,$31.77,4.761904762,1.5885,8.7
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,$84.1,9,$37.8,$794.7,25-Aug-2019,10:54,Cash,$756.81,4.761904762,37.8405,8
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,$73.8,4,$14.8,$310.0,26-Aug-2019,18:31,Cash,$295.28,4.761904762,14.764,6.7
157-13-5295,A,Yangon,Member,Male,Health and beauty,$51.9,10,$26.0,$545.4,27-Aug-2019,18:24,Ewallet,$519.40,4.761904762,25.97,6.5
645-78-8093,A,Yangon,Normal,Female,Sports and travel,$93.1,2,$9.3,$195.6,28-Aug-2019,18:09,Ewallet,$186.28,4.761904762,9.314,4.1
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,$17.4,5,$4.4,$91.4,29-Aug-2019,15:16,Credit card,$87.05,4.761904762,4.3525,4.9
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,$44.2,5,$11.1,$232.2,30-Aug-2019,17:07,Credit card,$221.10,4.761904762,11.055,8.6
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,$13.2,5,$3.3,$69.4,31-Aug-2019,19:26,Cash,$66.10,4.761904762,3.305,4.3
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,$89.7,1,$4.5,$94.2,01-Sep-2019,11:20,Ewallet,$89.69,4.761904762,4.4845,4.9
540-11-4336,A,Yangon,Normal,Male,Food and beverages,$24.9,9,$11.2,$235.7,02-Sep-2019,16:49,Credit card,$224.46,4.761904762,11.223,5.6
448-81-5016,A,Yangon,Normal,Male,Health and beauty,$59.8,2,$6.0,$125.5,03-Sep-2019,12:01,Credit card,$119.54,4.761904762,5.977,5.8
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,$93.2,2,$9.3,$195.7,04-Sep-2019,18:37,Credit card,$186.40,4.761904762,9.32,6
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,$62.7,4,$12.5,$263.1,05-Sep-2019,11:25,Cash,$250.60,4.761904762,12.53,4.2
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,$93.9,8,$37.5,$788.5,06-Sep-2019,18:42,Credit card,$750.96,4.761904762,37.548,8.3
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,$47.6,8,$19.0,$399.8,07-Sep-2019,14:47,Cash,$380.72,4.761904762,19.036,5.7
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,$81.4,3,$12.2,$256.4,08-Sep-2019,19:43,Cash,$244.20,4.761904762,12.21,4.8
604-70-6476,A,Yangon,Member,Male,Fashion accessories,$17.9,5,$4.5,$94.2,09-Sep-2019,14:04,Ewallet,$89.70,4.761904762,4.485,6.8
799-71-1548,A,Yangon,Member,Male,Electronic accessories,$77.7,4,$15.5,$326.4,10-Sep-2019,16:11,Credit card,$310.88,4.761904762,15.544,8.8
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,$73.1,7,$25.6,$537.0,11-Sep-2019,19:06,Credit card,$511.42,4.761904762,25.571,4.2
845-51-0542,B,Mandalay,Member,Male,Food and beverages,$46.6,9,$20.9,$439.9,12-Sep-2019,15:34,Ewallet,$418.95,4.761904762,20.9475,6.4
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,$35.2,10,$17.6,$369.5,13-Sep-2019,19:06,Credit card,$351.90,4.761904762,17.595,8.4
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,$14.4,2,$1.4,$30.2,14-Sep-2019,19:44,Credit card,$28.78,4.761904762,1.439,7.2
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,$23.8,4,$4.8,$99.8,15-Sep-2019,11:22,Cash,$95.00,4.761904762,4.75,5.2
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,$58.9,8,$23.6,$494.8,16-Sep-2019,11:23,Cash,$471.20,4.761904762,23.56,8.9
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,$32.6,4,$6.5,$137.0,17-Sep-2019,14:12,Cash,$130.48,4.761904762,6.524,9
366-93-0948,A,Yangon,Member,Male,Electronic accessories,$66.4,1,$3.3,$69.7,18-Sep-2019,10:46,Credit card,$66.35,4.761904762,3.3175,9.7
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,$25.9,6,$7.8,$163.2,19-Sep-2019,10:16,Ewallet,$155.46,4.761904762,7.773,8.7
151-16-1484,A,Yangon,Member,Male,Electronic accessories,$32.3,4,$6.5,$135.5,20-Sep-2019,12:38,Ewallet,$129.00,4.761904762,6.45,6.5
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,$65.9,4,$13.2,$276.9,21-Sep-2019,13:05,Credit card,$263.76,4.761904762,13.188,6.9
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,$75.1,9,$33.8,$709.3,22-Sep-2019,13:25,Ewallet,$675.54,4.761904762,33.777,6.2
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,$16.5,4,$3.3,$69.1,23-Sep-2019,14:53,Ewallet,$65.80,4.761904762,3.29,5.6
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,$38.3,4,$7.7,$160.9,24-Sep-2019,19:22,Cash,$153.20,4.761904762,7.66,5.7
447-15-7839,A,Yangon,Member,Female,Sports and travel,$22.2,10,$11.1,$233.5,25-Sep-2019,11:00,Cash,$222.40,4.761904762,11.12,4.2
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,$54.5,1,$2.7,$57.2,26-Sep-2019,19:24,Ewallet,$54.45,4.761904762,2.7225,7.9
253-12-6086,A,Yangon,Member,Female,Sports and travel,$98.4,7,$34.4,$723.2,27-Sep-2019,12:43,Credit card,$688.80,4.761904762,34.44,8.7
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,$35.5,4,$7.1,$149.0,28-Sep-2019,17:22,Credit card,$141.88,4.761904762,7.094,6.9
571-94-0759,B,Mandalay,Member,Female,Food and beverages,$74.6,10,$37.3,$783.3,29-Sep-2019,20:55,Cash,$746.00,4.761904762,37.3,9.5
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,$70.7,4,$14.1,$297.1,30-Sep-2019,16:05,Credit card,$282.96,4.761904762,14.148,4.4
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,$35.5,10,$17.8,$373.2,01-Oct-2019,13:34,Ewallet,$355.40,4.761904762,17.77,7
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,$67.4,5,$16.9,$354.0,02-Oct-2019,18:13,Ewallet,$337.15,4.761904762,16.8575,6.3
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,$21.1,2,$2.1,$44.4,03-Oct-2019,19:17,Cash,$42.24,4.761904762,2.112,9.7
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,$21.5,9,$9.7,$203.6,04-Oct-2019,11:44,Credit card,$193.86,4.761904762,9.693,8.8
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,$12.0,2,$1.2,$25.3,05-Oct-2019,15:51,Cash,$24.06,4.761904762,1.203,5.1
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,$99.7,6,$29.9,$628.2,06-Oct-2019,16:52,Ewallet,$598.26,4.761904762,29.913,7.9
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,$48.0,7,$16.8,$352.6,07-Oct-2019,20:52,Cash,$335.79,4.761904762,16.7895,6.2
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,$21.8,10,$10.9,$229.1,08-Oct-2019,17:36,Cash,$218.20,4.761904762,10.91,7.1
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,$95.4,4,$19.1,$400.8,09-Oct-2019,13:23,Ewallet,$381.68,4.761904762,19.084,6.4
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,$71.0,10,$35.5,$745.4,10-Oct-2019,16:28,Cash,$709.90,4.761904762,35.495,5.7
828-61-5674,A,Yangon,Member,Male,Sports and travel,$44.0,10,$22.0,$462.2,11-Oct-2019,19:57,Credit card,$440.20,4.761904762,22.01,9.6
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,$70.0,8,$28.0,$587.7,12-Oct-2019,17:01,Credit card,$559.68,4.761904762,27.984,6.4
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,$37.0,1,$1.9,$38.9,13-Oct-2019,13:29,Credit card,$37.00,4.761904762,1.85,7.9
490-29-1201,A,Yangon,Normal,Female,Sports and travel,$15.3,1,$0.8,$16.1,14-Oct-2019,11:09,Cash,$15.34,4.761904762,0.767,6.5
667-92-0055,A,Yangon,Member,Male,Health and beauty,$99.8,6,$29.9,$628.9,15-Oct-2019,15:02,Ewallet,$598.98,4.761904762,29.949,8.5
565-17-3836,A,Yangon,Member,Female,Health and beauty,$47.7,4,$9.5,$200.2,16-Oct-2019,14:21,Cash,$190.68,4.761904762,9.534,9.1
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,$66.7,5,$16.7,$350.1,17-Oct-2019,18:01,Cash,$333.40,4.761904762,16.67,7.6
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,$74.9,1,$3.7,$78.6,18-Oct-2019,14:49,Cash,$74.86,4.761904762,3.743,6.9
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,$23.8,9,$10.7,$224.4,19-Oct-2019,12:02,Cash,$213.75,4.761904762,10.6875,9.5
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,$48.5,7,$17.0,$356.5,20-Oct-2019,13:30,Credit card,$339.57,4.761904762,16.9785,5.2
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,$94.9,7,$33.2,$697.4,21-Oct-2019,14:38,Cash,$664.16,4.761904762,33.208,4.2
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,$40.3,10,$20.2,$423.2,22-Oct-2019,17:37,Credit card,$403.00,4.761904762,20.15,7
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,$27.9,7,$9.7,$204.7,23-Oct-2019,17:20,Ewallet,$194.95,4.761904762,9.7475,6
278-97-7759,A,Yangon,Member,Female,Electronic accessories,$62.5,1,$3.1,$65.6,24-Oct-2019,20:29,Cash,$62.48,4.761904762,3.124,4.7
316-68-6352,A,Yangon,Member,Female,Food and beverages,$36.4,2,$3.6,$76.4,25-Oct-2019,10:00,Cash,$72.72,4.761904762,3.636,7.1
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,$18.1,10,$9.1,$190.2,26-Oct-2019,11:46,Ewallet,$181.10,4.761904762,9.055,5.9
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,$51.9,5,$13.0,$272.6,27-Oct-2019,13:42,Cash,$259.60,4.761904762,12.98,7.5
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,$28.8,4,$5.8,$121.1,28-Oct-2019,14:44,Cash,$115.36,4.761904762,5.768,6.4
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,$78.4,6,$23.5,$493.8,29-Oct-2019,14:16,Ewallet,$470.28,4.761904762,23.514,5.8
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,$60.0,4,$12.0,$252.0,30-Oct-2019,15:54,Cash,$240.04,4.761904762,12.002,4.5
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,$88.6,1,$4.4,$93.0,31-Oct-2019,10:21,Cash,$88.61,4.761904762,4.4305,7.7
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,$99.8,2,$10.0,$209.6,01-Nov-2019,18:09,Credit card,$199.64,4.761904762,9.982,6.7
573-10-3877,B,Mandalay,Member,Male,Health and beauty,$39.0,1,$2.0,$41.0,02-Nov-2019,16:46,Credit card,$39.01,4.761904762,1.9505,4.7
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,$48.6,1,$2.4,$51.0,03-Nov-2019,15:31,Cash,$48.61,4.761904762,2.4305,4.4
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,$51.2,4,$10.2,$215.0,04-Nov-2019,17:15,Credit card,$204.76,4.761904762,10.238,4.7
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,$15.0,8,$6.0,$125.7,05-Nov-2019,12:29,Cash,$119.68,4.761904762,5.984,8.6
411-77-0180,A,Yangon,Member,Male,Electronic accessories,$72.2,7,$25.3,$530.7,06-Nov-2019,20:14,Ewallet,$505.40,4.761904762,25.27,4.3
286-01-5402,A,Yangon,Normal,Female,Sports and travel,$40.2,7,$14.1,$295.7,07-Nov-2019,13:22,Cash,$281.61,4.761904762,14.0805,9.6
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,$88.8,8,$35.5,$745.8,08-Nov-2019,17:09,Cash,$710.32,4.761904762,35.516,4.1
512-98-1403,A,Yangon,Member,Female,Electronic accessories,$26.5,3,$4.0,$83.4,09-Nov-2019,10:40,Ewallet,$79.44,4.761904762,3.972,4.7
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,$81.9,2,$8.2,$172.0,10-Nov-2019,17:43,Cash,$163.82,4.761904762,8.191,7.8
532-59-7201,B,Mandalay,Member,Male,Sports and travel,$79.9,6,$24.0,$503.6,11-Nov-2019,14:04,Cash,$479.58,4.761904762,23.979,5.5
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,$69.3,2,$6.9,$145.6,12-Nov-2019,19:05,Ewallet,$138.66,4.761904762,6.933,9.7
870-76-1733,A,Yangon,Member,Female,Food and beverages,$14.2,5,$3.6,$74.7,13-Nov-2019,10:08,Credit card,$71.15,4.761904762,3.5575,4.4
423-64-4619,A,Yangon,Member,Female,Health and beauty,$15.6,9,$7.0,$146.9,14-Nov-2019,13:12,Cash,$139.95,4.761904762,6.9975,5
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,$78.1,10,$39.1,$820.4,15-Nov-2019,20:51,Cash,$781.30,4.761904762,39.065,4.4
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,$99.4,2,$9.9,$208.7,16-Nov-2019,17:29,Cash,$198.74,4.761904762,9.937,5.2
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,$21.1,3,$3.2,$66.4,17-Nov-2019,10:25,Cash,$63.24,4.761904762,3.162,7.3
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,$74.8,5,$18.7,$392.6,18-Nov-2019,11:34,Cash,$373.95,4.761904762,18.6975,4.9
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,$29.7,7,$10.4,$218.1,19-Nov-2019,18:58,Credit card,$207.69,4.761904762,10.3845,8.1
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,$44.1,4,$8.8,$185.1,20-Nov-2019,16:28,Ewallet,$176.28,4.761904762,8.814,8.4
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,$22.9,9,$10.3,$216.7,21-Nov-2019,20:26,Cash,$206.37,4.761904762,10.3185,5.5
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,$39.4,1,$2.0,$41.4,22-Nov-2019,15:08,Cash,$39.42,4.761904762,1.971,8.4
372-94-8041,A,Yangon,Normal,Male,Health and beauty,$15.3,6,$4.6,$96.1,23-Nov-2019,18:03,Ewallet,$91.56,4.761904762,4.578,9.8
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,$61.8,5,$15.4,$324.3,24-Nov-2019,13:21,Cash,$308.85,4.761904762,15.4425,6.7
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,$21.5,6,$6.5,$135.6,25-Nov-2019,12:48,Credit card,$129.12,4.761904762,6.456,9.4
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,$97.7,4,$19.5,$410.5,26-Nov-2019,19:53,Ewallet,$390.96,4.761904762,19.548,6.4
815-11-1168,A,Yangon,Member,Male,Food and beverages,$99.8,5,$24.9,$523.8,27-Nov-2019,19:09,Cash,$498.90,4.761904762,24.945,5.4
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,$94.3,4,$18.9,$395.9,28-Nov-2019,16:30,Cash,$377.04,4.761904762,18.852,8.6
730-61-8757,B,Mandalay,Member,Male,Health and beauty,$51.1,4,$10.2,$214.7,29-Nov-2019,10:11,Credit card,$204.52,4.761904762,10.226,4
340-66-0321,A,Yangon,Member,Male,Electronic accessories,$36.4,4,$7.3,$152.7,30-Nov-2019,13:07,Cash,$145.44,4.761904762,7.272,7.6
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,$22.0,9,$9.9,$208.1,01-Dec-2019,18:48,Cash,$198.18,4.761904762,9.909,6.8
634-97-8956,A,Yangon,Normal,Male,Food and beverages,$32.9,3,$4.9,$103.6,02-Dec-2019,17:27,Credit card,$98.70,4.761904762,4.935,9.1
